SS2_Donor01_CD4T_CD19-CAR_rep1	SS2_Donor01_CD4T_CD19-CAR_rep2	SS2_Donor01_CD8T_CD19-CAR_rep1	SS2_Donor01_CD8T_CD19-CAR_rep2	SS2_Donor01_CD4T_CD19-CAR-CD25_rep1	SS2_Donor01_CD4T_CD19-CAR-CD25_rep2	SS2_Donor01_CD8T_CD19-CAR-CD25_rep1	SS2_Donor01_CD8T_CD19-CAR-CD25_rep2	SS2_Donor02_CD4T_CD19-CAR_rep1	SS2_Donor02_CD4T_CD19-CAR_rep2	SS2_Donor02_CD8T_CD19-CAR_rep1	SS2_Donor02_CD8T_CD19-CAR_rep2	SS2_Donor02_CD4T_CD19-CAR-CD25_rep1	SS2_Donor02_CD4T_CD19-CAR-CD25_rep2	SS2_Donor02_CD8T_CD19-CAR-CD25_rep1	SS2_Donor02_CD8T_CD19-CAR-CD25_rep2	SS2_Donor03_CD4T_CD19-CAR_rep1	SS2_Donor03_CD4T_CD19-CAR_rep2	SS2_Donor03_CD8T_CD19-CAR_rep1	SS2_Donor03_CD8T_CD19-CAR_rep2	SS2_Donor03_CD4T_CD19-CAR-CD25_rep1	SS2_Donor03_CD4T_CD19-CAR-CD25_rep2	SS2_Donor03_CD8T_CD19-CAR-CD25_rep1	SS2_Donor03_CD8T_CD19-CAR-CD25_rep2
ELOVL2-AS1	1.53367	1.63388	2.33829	3.92822	0	0	0	1.41034	0	1.8331	1.82398	0	0	1.70657	1.73199	3.40255	0	11.2661	2.99025	2.01927	1.64584	2.95191	1.86345	0
ELOVL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELOVL4	0	0	0	0.977574	0	2.65256	0	0.702908	0	0	0.907442	3.96732	0	0	0.863735	2.54608	0	0	0	0	0	10.317	0	5.81738
ELOVL5	145.2547	134.7837	48.8611	75.921700129187	121.526	147.28091	62.5769	68.66926	123.30453	156.462	131.8674	161.418	116.61858	169.4819	147.7865	108.5374	71.968	174.5534	93.332	66.1371	94.6682	91.1236	119.4864	123.8212
ELOVL6	8.02395	7.76623	1.11699	2.80686	1.99859	5.92388	2.98215	1.34556	4.2058	0	1.73697	4.26793	3.39967	5.69372	0.826736	4.06175	8.8752	0	2.13702	5.81306	4.69358	0	18.20328	8.35279
ELOVL7	1.262830978601	2.01885144982	0.9461947846	1.79497447645	2.23181455155	2.27415225464	0.85842683611	1.13466197242	0.90991516941	0.738507725861	1.23282497848	1.48729153516	2.14117200898	2.59718507166	0	2.9017546049	0.87375205157	5.4587250716	0	1.4247502966	2.54798734988	0.674943217455	1.57476229816	2.41076183886
ELP2	20.67799	32.30708	15.05282	16.5026	17.2035	37.6700100204068	24.1272	16.32707	37.5103861168	23.6467	22.25347	25.836	33.47342561	22.02507	38.95126	25.8092	37.129	22.7806	23.0651	17.21680182795	11.5607	31.69764	42.3856951	21.12601
ELP3	27.8401	35.895	12.1847	15.0018	18.2883	12.7851	12.0755	15.7758	22.9808	22.3226	14.6485	10.7635	47.5278	41.6928	24.4365	19.3182	0	5.84544	5.64241	14.6776	12.5761	27.0535	22.3624	21.6557
ELP4	25.3925	32.125	14.5137	16.2579	25.909	25.7129	8.61961	14.5912	43.2495	36.0371	18.873	21.459	46.1118	28.2513	23.2937	40.4802	42.316	38.8514	12.3757	12.5299	47.6889	22.9023	25.0665	44.1814
ELP5	40.8479	48.49201	37.43121	29.8691	39.0602	22.48733	33.3558	18.08819	35.17639	58.0785	79.0577	48.53783	30.14049	101.3307	34.52862	71.93065	0	149.3465	34.394	25.939420695804	55.4559	60.78496	48.2326	71.84936
ELP6	49.0062	68.2909	45.8926	31.359	30.6974	56.6651	33.2292	36.3519	89.0616	67.5418	85.1412	43.1169	70.0383	56.5768	63.7577	58.4435	102.661	73.7331	45.9026	39.5561	66.7692	121.278	54.946	76.1804
ELSPBP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELTD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EMB	118.268	97.6933	70.7034	60.6347	98.6903	111.881	44.1968	63.6365	79.0644	65.4517	90.7673	89.416	92.5329	105.508	110.918	100.762	85.8515	147.627	51.2766	63.6393	75.8845	76.0291	103.798	82.8538
EMBP1	14.2788	6.48137	0.977084	4.89527	6.39554	6.64326	0	4.60514	6.14575	0.718817	2.92122	1.88983	4.79172	15.6929	6.10466	3.52837	8.10652	0	1.16363	0	2.7726	1.14148	1.53819	4.53203
EMC1	22.54930494295	32.039719765	12.22449	9.682974628	16.8658	15.488630761663	10.372344989	10.671459488	22.05271	28.4127	18.93462557	16.8204204055	14.0016800250494	28.4403200315728	16.594321942	17.6733152859814	13.756484403	27.211776	8.75501	13.15265008	23.60590391473	19.295259329	20.92931706	22.69969
EMC10	1.18569	5.30124	11.4005	9.56653	10.1851	2.88287	5.07597	2.29093	8.94127	1.48804	1.48043	5.17875	14.234	5.54253	9.84916	5.52896	0	0	9.71028	4.9303	18.6898	4.57379	10.2282	9.4679
EMC2	43.7637	62.1908	12.6717	23.9945	39.5339	36.1245	14.1189	13.3876	71.5332	64.6968	14.8596	45.4957	16.9296	30.103	18.7817	32.2777	0	40.7265	16.2338	27.2759	15.6621	55.9714	27.8391	13.1442
EMC3	93.2083	94.1396	74.425	65.8504	72.9047	79.2836	79.6427	49.4558	133.026	96.5839	110.712	99.4089	51.1833	138.866	107.59	102.933	26.6511	155.542	71.5955	115.117	108.006	96.2528	80.4001	98.7829
EMC4	178.2	172.482	124.584	80.3337	199.281	208.705	118.366	112.946	152.109	169.837	208.236	148.101	161.707	209.292	156.95	193.293	109.08	207.025	143.734	110.107	185.413	151.678	176.351	154.711
EMC6	108.3593	66.4047	89.8696	26.0947	97.183	112.4003	31.68683	95.615	209.0477	66.0295	154.972	113.6118	200.397	113.8578	127.7169	62.307	53.0267	69.2374	53.9094	82.3339	92.5366	168.761	69.8978	103.343
EMC7	121.409	180.68	88.2221	113.157	88.793	137.204	78.6796	90.3807	140.723	199.165	189.254	94.6166	152.441	227.386	184.847	134.027	109.892	178.842	76.2771	105.431	92.3659	113.728	199.579	203.63
EMC8	26.77	24.3729	16.9477	31.19262	26.918	43.2867	15.0914	23.839	31.9006	61.0866	29.3422	30.03122	24.63823	38.4493	31.1409	35.6164	59.8755	0	10.8259	3.25765	14.5524	5.02202	9.25965	18.7665
EMC9	54.0916	43.2817	40.8282	4.31426	36.2699	46.7076	40.9998	33.9625	43.1948	52.3456	68.1714	77.2075	93.8056	86.1092	94.6478	33.4506	40.6445	32.8473	36.1066	48.0033	25.4359	57.9166	102.507	71.9033
EMCN	2.9616391469	4.351247799	1.761186455	0.7372080594	0	2.785761616	0	4.242026377	3.31589055	5.494618818	2.089944295	2.995713681	3.350648937	2.889330201	3.263974488	1.922112989	2.1056471956	6.077535378	0.5930735468	2.480114895	5.827160873	2.7807888713	3.539088304	4.587581559
EMCN-IT3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EMD	30.4195	22.2863	31.8223	34.0634	30.9599	61.551	20.6249	13.9677	62.6063	34.0631	38.4194	51.3979	48.5671	38.0438	53.5889	84.2089	52.9226	55.7761	18.5198	19.9463	34.6954	27.3849	41.5667	33.6148
EME1	8.7102200905381	5.4795000512527	7.866390485522	5.76158	0	4.72903	6.156400438156	4.117560126347	28.8675	17.836500256508	10.229800927628	5.58236	5.2028900710147	5.733080203135	5.1427200602634	1.144370141657	0	0	6.71777	3.577270738053	5.05956	6.3395600220006	3.7528500897939	9.1478700978584
EME2	0	2.45	0	0	0	0	0	2.1076	0	2.74323	0	0	0	0	0	0	0	0	2.23695	0	0	0	0	0
EMG1	71.9385	74.0508	30.1028	19.0265	20.1039	74.4486	20.1339	29.5519	46.0172	56.236	61.8738	87.6435	77.6385	55.0704	53.0031	54.7818	17.9664	0	36.2012	58.1931	58.6126	92.5796	9.03432	59.3065
EMID1	0	0	0	0	3.115798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.705019	0	0
EMILIN1	0	0	0	0	0	0.67864	0	0	0	0	0	0	0	0	0.663128	0.651629	0	0	0	0	0	0	0	0
EMILIN2	0.572935	3.65947	5.26841	1.47018	3.14352	4.65492	3.1251	2.64365	2.47978	10.2901	2.72913	0.596548	4.67502	9.58685	4.54861	0.638536	0	0	4.47746	3.81132	3.686	0	2.78697	3.64839
EMILIN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EML1	0	0	0	0	0	0	0.69849818406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EML2	66.74647	53.028810731132	35.62786	37.6892	60.795849097	51.57459	21.66515	20.88874	18.29085	16.1216	33.53613	46.308211392	74.1423	63.7398	47.11996	37.69513	13.2832	41.5928	35.8647	22.4339	36.81402	98.15997	44.6832	43.20424
EML3	32.119	15.1981	19.675	16.4793	11.7351	34.7802	19.4545	11.1919	23.6652	27.3408	33.9926	28.2365	29.1084	23.8776	34.7873	34.9771	19.1067	14.0313	10.4556	19.9114	42.0982	20.7085	25.1686	29.971
EML4	34.3034	36.9473	16.2871	14.6771299	33.6544	25.1333	13.93156819	12.067	44.8201	57.2268	11.674218719	11.05738296	38.101200112821	42.3845	16.2226	20.953	47.311	72.3475	11.576268	12.518927623	34.5878	26.5099	22.5873	26.55280073
EML5	0.313526	0.333693	0	0	0	0	0.428006	0	0	0	0.373497	0	1.09726	0	0	0.34987	0	0	0.919334	0	0	0	0.381367	0
EML6	0	0.912115	0	0	1.57105	0	0	0	0.412833	0	0	0	0.666565	0.318911	0.324413	0.318828	0	0	0.837702	0	0.306237	0.830964	0.347492	0
EMP1	0	0	0	0	0	0.970483	0	0	4.82163	4.00573	0.996119	0	0	2.79841	0	0	0	0	0.816962	0	1.79488	0	0	0
EMP2	7.0644	5.82929	1.9723	6.8179	10.7768	7.26655	3.56172	4.51493	7.53801	7.59237	3.63284	5.29422	7.66551	4.32007	6.6032	7.20318	7.02429	8.20192	5.3159	6.69636	5.34807	5.91389	2.68688	6.45981
EMP3	928.155	819.141	685	701.049	796.047	789.596	694.225	504.793	828.226	967.231	951.14	910.327	816.563	948.423	748.871	817.698	635.791	679.573	708.957	854.234	1247.04	1152.71	844.256	1045.74
EMR1	0	0	0	0	0	0	0	0.831666	0	4.31885	0	0	0	6.03401	0	0	0	0	0	0	0.967763	0	0	0
EMR2	2.49333	2.46799	0	1.48491	1.07231	1.69261	1.55671	1.40129	2.84223	5.39507	3.44342	1.63631	2.97781	4.7244656145	3.08736	2.79714	1.91557	4.72197	1.88552	0.528063	2.76887	2.55266	1.88852	2.80119
EMR3	0	0	0	0	0	0	1.40985	0	0	0	1.23284	0	0	0	0	0	0	0	0	0	0	0	0	0
EMR4P	0	1.31683	3.96808	1.3002	0	0	0	0.875617	0	0	0	1.12834	2.13448	0	0	0	1.32166	0	0	1.51557	0	0	2.84739	0
EMX1	0	0	0	0	0	0	1.48911	0	0	0	0	0	0	0	0	0	1.32938	0	0	0	0	0	0	0
EMX2	0	0	1.34875	0	0	1.00616	0	0.807007	1.2496	0	0	0	0	0	0.982719	0	0	4.26115	0.859036	0	0	1.68977	0	2.20581
EMX2OS	6.35871	6.64383	1.61385	3.35366	4.94284	6.92169	4.66272	2.42003	7.38323	4.22216	4.4438	5.16361	4.77737	3.86572	3.78375	5.92205	3.35033	8.85771	3.0964	3.18979	5.22522	4.82598	2.09334	3.24098
EN1	1.11519	0	1.20957	1.71364	0	2.77949	0	1.49682	5.52908	3.30132	0	0	0	0.886269	1.1816	0	4.21654	3.40944	0.779668	1.04879	2.90647	3.83701	0	1.18346
EN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENAH	2.057811	1.38768931	1.042763	1.483499	0.49703656	1.7941593	0.24697472	1.02576613	0.96885488	0.90905433	2.0115243	1.18177006	2.5232215	2.3573197	2.0815349	1.14445	3.2720153	4.0874595	1.1532035	0.9819944	0.9593496	0.93491057	1.01593466	2.9450192
ENAM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENC1	1.68536	6.11854	1.9388100429529	1.08149	5.78655	7.62863	2.54585	3.03314	0.592938	4.54172	3.70598	2.19388	1.91541	4.58223	0.956385	4.229390192919	0	0	2.43195	2.80752	0	2.85741	3.02768	0.792487
ENDOD1	19.9243	27.9334	8.19634	9.354	9.33867	16.3612	5.96623	7.62634	15.4322	8.72938	16.7845	17.2051	2.83309	5.42222	16.5411	10.2948	1.18383	21.5159	11.8702	7.76593	14.0679	7.52994	8.86525	10.5272
ENDOG	0	0	0	0	0	10.1127	0	3.5974	0	0	0	0	0	0	0	8.77722	0	15.741	6.99873	16.6484	0	5.24295	0	3.85256
ENDOU	0	0	0	0	0	0	0	0.968503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17172	0
ENDOV	4.04105	2.15336	6.14499	16.25342	16.4355	6.7056	2.738518	4.83378	1.19902	4.82569	26.4152	4.20126	7.03591	17.9638	15.60373	11.83976	0	0	8.98595	2.64633	0	7.75535	18.59617	20.3985
ENG	7.62207	16.2711	7.00168	11.7309	14.6145	20.3363	8.30836	9.1378	8.78768	13.6847	21.7786	22.217	20.4239	22.0959	11.2286	24.6121	0	0	9.67559	10.1199	7.35673	8.10618	11.121	16.4826
ENGASE	2.03365	3.78839	2.33837	6.52387	2.79097	4.72169	2.77392	3.75439	2.93512	12.1765	3.0275	4.23522	5.92761	1.70173	4.61432	6.23486	0	0	1.98689	0	0	6.89221	3.70988	9.71655
ENHO	0	2.62087	0	0	0	0	0	0	0	0	0	0	2.84986	0	0	0	0	0	0	0	0	0	0	0
ENKD1	0	0	0	0	0	0	4.40171	1.49026	0	0	0	0	0	0	0	1.7975	0	0	1.58007	2.13237	0	1.55928	0	0
ENKUR	0	2.65666	0	0	0	2.88942	0	0.760455	0	1.97424	0	1.29763	0	0	2.80321	0	3.02769	8.10324	0	0	0	0	0	1.04877
ENO1	1036.1085	974.7861	981.8192	1010.1745	1064.6083	1027.9841	1132.67491	1189.7938	2013.8748	1820.6176	1361.8848	1402.5609	1173.5325	1062.7872	1040.7364	1262.2374	1107.68	628.58	1088.89935	997.7373	1408.044	1286.6372	1095.776	938.6917
ENO1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	9.61222	0	0	0	0	0	0	0	0	0	0	0
ENO2	22.5257	23.9871	11.9814	25.1118	8.0539	5.67702	14.6655	13.5471	28.2128	48.0735	25.6443	42.8112	37.6648	24.0342	21.0664	35.9486	0	0	15.3076	18.1616	31.5384	60.5648	14.2869	29.8584
ENO3	11.2414	0	7.71124	4.32048	10.1721	10.8322	2.54091	5.16223	0	2.23796	6.68152	1.94814	0	8.33179	6.3379	16.599	0	0	1.82515	4.91549	2.01117	0	6.82718	14.1993
ENO4	0	0	0	0	2.23882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENOPH1	74.3175	90.6424	47.602	39.9379	49.0758	41.6624	27.7141	22.0727	72.3709	81.7141	86.9992	57.3739	50.2092	62.7435	65.0731	83.9058	2.91064	144.027	40.9283	22.1752	32.1492	49.7028	53.9038	76.0273
ENOSF1	27.99652	24.43084	12.14069719	16.56661684664	16.11005	23.3142	15.4351	16.686	23.23878	21.37899	28.852	25.904800016513	17.5062	19.59866	17.07931	31.3838	59.1615	33.7789	17.71537671	18.63371	15.2946400106724	25.59308	19.51973	38.794
ENOX1	0.886225	5.66191	1.35591	1.13636	4.240112328	0.897909985	0	0.713809283	0	7.42361	0	0	0	3.452136081	0	0	55.55491582	0	0	0	0.950515	0	0	0
ENOX2	10.8524	7.30732	5.15545	2.15789	12.3049	11.1777	2.29354	6.72597	9.70649	12.7541	5.8748	4.08608	5.88168	5.62858	5.59556	6.2484100161437	0	31.7057000309672	5.84041	3.7298500172366	2.40446	13.0242	6.25993	2.14212
ENPEP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.507871	0	0	0	0.606711	0	0	0	0
ENPP1	3.60222	1.26206	0.502219	1.95904	1.71679	0.355977	1.77452	1.22036	2.09059	1.63531	0.378824	1.31089	3.80412	1.71963	0.500268	2.40336	3.73161	0.763938	1.82884	0.46206	1.38614	1.47007	0.784555	1.79694
ENPP2	0	0	0	0	0	0	0	1.09587	0	0	1.77658	0	0	0	0	0	0	10.9989	0.728577	0	0	2.29554	0	0
ENPP3	0.735329	6.26309	0	0.943151	0	0	0	0.678189	1.05989	0.880188	0	0	0	0	0.833378	0	0	0	0	0	0	0	0	2.8066
ENPP4	4.38628	4.66905	4.48363	1.87621	2.67588	0.56581	3.98897	3.14933	5.6279	4.08549	8.70672	6.59745	0.568256	3.26273	2.76481	0.543395	0	0	1.42854	1.94707	0.522542	0	4.74181	7.45242
ENPP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENPP6	1.30513	0	1.1169	0.751517	0	1.58713	2.24242	0.799794	0	0	1.33168	1.43386	0	1.4827	3.79301	1.08233	0	4.28647	2.32154	1.03766	0.692157	0.694074	0.767166	3.94964
ENPP7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSA	92.61314	65.18183	39.00358512161	83.921860033037	92.009296	73.37662	53.935290658138	50.769440156631	97.42596494	61.55792186	93.85616849	92.49920018285	138.3894263116	84.46361	104.53086	108.6822	45.3191	35.602100634678	45.7904095883	69.271284224471	82.091850275989	76.12969	92.33669	113.379000961474
ENTHD1	0.867957	0	0	0	0	0	0	0.800119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.20668
ENTHD2	4.17127	11.1053	1.59414	4.01026	8.54976	3.62618	7.09604	5.76415	10.503	2.49509	4.96418	2.17053	7.2835	4.64746	2.36049	1.15955	0	12.7944	2.03535	11.0426	2.23723	4.02612	8.87332	11.9174
ENTPD1	16.04225435	12.6263098894981	14.280586015227	11.292932167	17.0570939869888	13.3255	14.528426364873	12.4670889861179	34.31012	27.62333189572	37.193547296106	31.352656745	14.9635191361056	15.780808755846	23.06541678024	25.847885689	18.48737763	6.929211376226	8.23414971226392	9.3732073306564	11.512407178134	12.2855598706151	14.0103126945	19.599497316758
ENTPD2	0	0	0	0	0	0	0	0	0	2.73851	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENTPD3	0	0	0	0	0	0	0	0	0	0	2.00064	0	0	0	0	0	0	0	0	0	0	0	0	0
ENTPD3-AS1	14.437	2.92371	6.49341	7.24839	10.1882	4.46151	13.5154	5.84805	12.786	6.01944	4.83455	7.91246	4.69289	9.38815	6.01094	6.66775	10.2441	3.06449	6.52276	3.53264	9.22921	5.96305	6.45104	9.93545
ENTPD4	22.8958000063787	24.594198	13.266939	9.285456	17.9366	28.7515	9.087076	11.0255	24.80145	21.0501	17.1179	19.6254	23.2906026506	14.9137	9.377687	20.007921	5.02628	19.6993	6.866722	8.452584	30.2580012309	29.0499	19.0527	14.0592
ENTPD5	11.7677	13.7863	5.39281	7.54034	16.0625	10.9077	4.8018	2.16711	13.5348	2.81488	4.20059	4.89798	19.1703	5.2426	3.99314	0	5.71548	40.4025	3.44419	3.11073	7.57467	9.07924	5.72107	7.46484
ENTPD6	32.35474	50.245	22.73	11.9959	23.9141	9.1203	30.9425	10.4719	35.239	27.1889	21.8441	16.8192	21.3723	33.190436	26.0098	10.4117	0	0	11.0901	8.1116	24.3679	17.7302	13.4412	18.8833
ENTPD7	3.92219	2.92492	3.29243	3.32778	1.94657	3.35485	2.16985	1.51902	3.22924	1.65841	2.52186	2.74508	0.928691	2.45792	3.32351	3.43698	7.96384	6.6959	2.46925	2.57382	2.95798	3.14892	1.64662	2.61691
ENTPD8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENY2	29.75036	19.5431	20.7668	10.33035	26.2237	23.08207	14.13634	12.57536	28.7467	40.4601	31.78222	34.97875	26.9599	21.3532	30.86476	21.52375	11.6481	45.0874	22.73862	13.77105	15.45917	23.9136	22.39552	22.39703
EOGT	4.22461	9.94459	0.909596	7.63487	6.40456	6.88713	5.2028	5.37671	8.67684	12.4062	7.7513	6.07673	7.93952	11.486	3.95001	9.05902	11.6181	10.1862	4.6488	0.761961	4.53964	11.1806	17.1653	10.2431
EOMES	60.9963	33.8458	35.4943	50.6756	54.081	35.8672	39.7831	35.6392	6.18704	6.16866	28.6346	20.5676	21.0126	14.3646	38.9247	48.7627	12.5358	29.5365	50.3231	33.0436	44.2274	51.4677	24.0229	27.3037
EP300	20.1752	20.4465	18.0352	14.0981	18.9652	14.8344	9.76408	11.0899	19.5638	25.7009	10.9532	12.7678	13.4088	17.1073	10.7321	14.5384	10.8987	8.17439	11.983	11.9335	35.8628	24.0236	13.9796	9.77725
EP400	4.87385	6.92541	6.0993	3.94022	4.96795	5.67208	5.67096	4.17069	3.39334	10.1659	6.02225	6.31986	6.31993	9.07079	6.35783	6.65178	9.68782	4.44601	5.29458	3.85919	9.09412	4.55359	9.66236	10.1408
EP400NL	6.47962	7.14998	4.93724	0	22.0322	3.749	8.79695	2.97833	4.64601	4.13093	6.25735	4.02522	1.94878	0	3.90955	7.18472	0	0	4.7367	4.26164	1.73851	1.55814	9.84036	2.04942
EPAS1	0.439789	0.468124	0	0	0	1.0213	0	0	0	0	0	0	2.05142	0.490767	0	0	0	0	0	0	0	0	0	0
EPB41	64.76012	66.78253697482	22.830204701	22.7580800349111	54.3239046955374	37.14896759	27.4831	21.52447	27.7858453	63.86559	32.5883186	23.572918	46.6694117	44.7638276	26.4642	33.8003	48.21	66.0534355148	24.6357	36.1723255209	65.28270358624	23.36653	35.6129353	44.9107
EPB41L1	0	0	0	0	0	0	0.537642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPB41L2	0.6689987	2.6834	1.02483	1.7163185	0	6.20651	0.911871	3.70324	3.85888	0	9.5584956086094	5.571988	3.1184679	3.57729288	4.6553	8.6236278	0	0	1.9601306	3.35146	5.02214	3.8830909	4.87591	2.9178704
EPB41L3	0	0	0	0	0	0	0	0	0	1.23136	0	1.07073	0	0	0	0	0	0	0	0	0	0	0	0
EPB41L4A	2.92858	0.761842	1.52266	0.62167	1.36519	4.01503	0.690826	0.938304	2.13542	2.36913	2.99493	1.02759	0	4.38544	1.18116	3.28209	0	21.9336	0.486636	0.659136	1.07556	0.480807	0	4.58172
EPB41L4A-AS1	39.1513	20.8651	3.30476	8.34631	5.89025	27.6419	17.6765	11.9727	34.2012	12.9833	15.5071	11.3047	27.7591	19.3301	24.4933	14.4315	0	10.6225	4.23502	5.68804	11.6771	20.8522	18.4886	21.9374
EPB41L4B	0	0.86467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.741513	0	0	0	0	0	0	0
EPB41L5	1.04323	3.8868	0	0	1.87489	0	0	0	0	0	1.86363	0	1.014262	3.4976400118044	0	1.5538800211487	0	0	0.509606	0	0	0.505044	0.423501	3.32267
EPB42	0.967693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07641	0	0	0	0	0	0	0	0
EPB49	2.8293000243195	3.0127700233067	2.894482	2.4263405	5.176015	3.2803800397334	1.2882748	2.6074500665403	2.724497	6.79412	2.2524654	2.9546314	1.1018301	11.5998180126669	7.499991	9.44267	0	0	1.8472396	3.7612610331394	12.138800588563	9.13886	0	1.2022867
EPC1	9.7663400721576	19.824880300271	12.89190138077	14.49163102801	4.615500310817	13.25427	8.49880076858	9.31526	21.39943	25.953800387075	12.08200167205	10.49431	11.310660154456	24.6943410771	10.812400234141	11.30086209743	4.96735	44.4245	11.050880535037	5.53892	8.417760882747	10.3135	9.831080103706	10.78697
EPC2	2.53593	0.674931	3.88523	3.25328	1.73837	5.88573	1.7286	3.50962	1.82869	1.51804	1.50984	3.30035	4.43334	0	0	1.41273	20.8359	1.55843	6.19238	2.52877	0.679828	1.84028	4.62563	4.84268
EPCAM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPDR1	1.15504	0	3.52924	0	0	1.33837	1.57119	1.06364	0	0	2.74877	0	0	0	0	0	0	0	0	0	0	0	0	0
EPG5	3.17507	6.22145	3.49448	2.92406	5.04362	8.95285	2.84104	2.73177	3.1918	1.69806	4.03563	4.03691	4.22978	6.87261	2.98446	2.26369	3.43386	7.76438	2.74174	3.3067	6.33444	4.79355	7.81597	6.65308
EPGN	2.54954	1.17693	1.56187	3.77007	3.06363	4.47433	2.92225	0.976009	3.02334	1.30069	1.26681	1.01929	3.96788	0	1.15352	2.28833	2.55488	0	1.94587	1.9728	1.1363	3.10395	4.16592	2.93387
EPHA1	0	0	0	0	0	0	0	0.636012	0	0	1.64188	0	0	0	0	0	0	0	0	0	0	8.66976	4.19192	1.75492
EPHA1-AS1	2.08528	5.70684	4.52271	0	7.36672	1.73165	0.632948	0.885015	5.54762	2.12422	1.21115	1.79022	4.33568	3.98916	3.35709	2.79205	2.37546	0	3.35928	0.609277	2.07417	3.53197	2.94091	1.51066
EPHA10	8.05061	1.50429	3.89767	0	6.47587	0	2.25825	0	4.57323	1.93668	4.30465	1.2651	4.43242	0	5.936286	3.35915	5.0812	2.94705	2.35323	1.58116	1.36117	3.59662	1.7055	2.422428
EPHA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPHA3	0	0	1.34673	0	0	1.06595	1.23331	0	0	5.52703	0	1.01651	0	0	0	0	0	2.28406	0	1.17982	0	0	0	1.26192
EPHA4	1.42164	0.756567	0	0	0	1.23832	0	0.328253	0	0.851448	1.2701	1.11043	2.48737	5.55372	0	0	0	0	0.694703	0.947969	0	0	0	0
EPHA5	0.2879228396	0	0	0	0	0	0	0	0	0	0	0.2998788944	0	0	0	0	0	0	0.281435282	0.384264897	0	0	0	0
EPHA6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPHA7	0	0	0	0	0	0.393992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPHA8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPHB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPHB2	0	0	0	0	0	0	0	0	2.026335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPHB3	0	0.58553	0	0	0	0	0	0	0	0	0	0	0	0	1.33011	0	0	0	0	0	0	0	0	0
EPHB4	0	0	0	0	0	0	0	0.485385	1.51781	0	0	0	0	0	0	0	0	0	0	0	0.56385	0	0	0
EPHB6	4.54306	15.1133	3.4814	2.91446	0	5.93221	2.32321	0.524078	7.37396	6.11968	8.79151	11.2345	0	1.90049	12.8817	5.06337	17.2862	0	3.32852	1.51117	0	2.74844	2.7624	0
EPHX1	0	1.58174	2.26436	0	0	1.71882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.59331	1.42933	0	3.76018
EPHX2	13.6872	6.70149	3.48539	1.46182	0	10.5735	1.55164	2.10079	6.56076	8.18565	8.14338	7.12144	6.6368	3.81146	2.37399	1.26767	0	0	3.3386	0	9.78886	11.1351	5.54542	6.65855
EPHX3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPHX4	0	0	0	0	0	0	0	0	0	2.08339	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPM2A	2.00408	0.711192	1.02328	0.856937	0	0	0.91058	1.23254	3.85302	0	3.97709	3.007585	0	0	2.27198	10.4184	0	0	2.60977	0	0	1.39191	1.75656	0
